playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,MIN,PTS,ORB,DRB,AST,STL,BLK,TO,FGM,FGA,FTM,FTA,uPER,PER
augusse01w,7,0,MIN,WNBA,34,34,1124,744,15,113,128,50,21,18,71,0,620,283,165,148,85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,744,15,113,50,21,18,71,0,0,0,0,0.717437716037031,0.717437716037031
augusse01w,8,0,MIN,WNBA,34,34,1093,769,37,99,136,79,41,21,83,0,583,296,173,151,62,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,769,37,99,79,41,21,83,0,0,0,0,0.8075022798947642,0.8075022798947642
augusse01w,9,0,MIN,WNBA,31,31,1042,591,28,92,120,83,32,12,52,0,496,233,118,105,63,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,591,28,92,83,32,12,52,0,0,0,0,0.6844529684793381,0.6844529684793381
augusse01w,10,0,MIN,WNBA,6,6,178,126,4,21,25,9,12,3,13,0,86,49,21,19,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,126,4,21,9,12,3,13,0,0,0,0,0.8207864707423332,0.8207864707423332
aycocan01w,1,2,MIN,WNBA,3,0,6,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,0,0,0.8166653055578241,0.8166653055578241
aycocan01w,1,1,SEA,WNBA,1,0,7,0,1,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0.14285693877580175,0.14285693877580175
azizle01w,4,0,IND,WNBA,7,0,44,10,2,7,9,1,0,4,3,0,14,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,2,7,1,0,4,3,0,0,0,0,0.35227264721076196,0.35227264721076196
azzije01w,1,0,UTA,WNBA,15,15,559,144,5,36,41,92,12,5,28,0,104,47,43,40,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,144,5,36,92,12,5,28,0,0,0,0,0.4280858599626859,0.4280858599626859
azzije01w,2,0,UTA,WNBA,32,32,1205,276,10,88,98,171,22,10,69,0,184,75,96,88,74,38,1,2,2,75,9,0,3,3,10,1,1,5,7,12,3,1,1,7,2,0,1205,276,10,88,171,22,10,69,0,0,0,0,0.3679668019255867,0.3679668019255867
azzije01w,3,0,UTA,WNBA,32,32,1151,306,15,54,69,158,27,14,67,0,198,91,104,83,92,41,0,5,5,186,40,2,11,13,34,4,5,8,20,33,13,8,7,19,7,0,1151,306,15,54,158,27,14,67,0,0,0,0,0.40373587833418006,0.40373587833418006
azzije01w,4,0,SAS,WNBA,34,34,1136,260,10,81,91,111,27,9,61,0,211,85,65,51,97,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,260,10,81,111,27,9,61,0,0,0,0,0.33213027876645884,0.33213027876645884
badertr01w,1,0,CLE,WNBA,25,0,201,47,2,9,11,21,17,1,18,0,48,17,6,5,24,8,0,5,0,36,8,0,1,1,1,2,0,1,1,9,3,1,0,3,2,0,201,47,2,9,21,17,1,18,0,0,0,0,0.35870644981559946,0.35870644981559946
badertr01w,2,0,CLE,WNBA,19,0,114,21,2,10,12,11,5,0,8,0,20,8,0,0,13,5,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,114,21,2,10,11,5,0,8,0,0,0,0,0.29298243044013766,0.29298243044013766
badertr01w,3,0,CLE,WNBA,18,0,132,14,1,6,7,15,6,1,7,0,26,4,6,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,14,1,6,15,6,1,7,0,0,0,0,0.2386363455578526,0.2386363455578526
bakersh01w,7,0,NYL,WNBA,34,16,614,251,23,33,56,35,46,2,50,0,251,97,56,48,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,251,23,33,35,46,2,50,0,0,0,0,0.5048859852624432,0.5048859852624432
bakersh01w,8,2,LAS,WNBA,24,11,492,203,17,52,69,77,36,2,65,0,192,63,84,70,33,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,203,17,52,77,36,2,65,0,0,0,0,0.5701219396316679,0.5701219396316679
bakersh01w,8,1,NYL,WNBA,3,0,13,5,0,1,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,1,0,0,0,0,0,0,0,0,0.4076919940830815,0.4076919940830815
bakersh01w,9,0,IND,WNBA,13,0,110,49,7,15,22,15,9,1,11,0,37,12,34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,49,7,15,15,9,1,11,0,0,0,0,0.6581817583471129,0.6581817583471129
bakersh01w,10,0,DET,WNBA,1,0,11,7,1,0,1,1,1,0,1,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0,1,1,0,1,0,0,0,0,0.79090837190148,0.79090837190148
balesal01w,8,0,IND,WNBA,17,0,169,55,12,33,45,2,4,13,7,0,42,24,8,7,0,0,0,4,0,17,0,0,2,2,1,0,0,1,2,4,0,0,0,0,0,0,169,55,12,33,2,4,13,7,0,0,0,0,0.5047336979447515,0.5047336979447515
balesal01w,9,2,ATL,WNBA,17,9,389,82,20,82,102,11,15,29,10,0,74,30,31,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,82,20,82,11,15,29,10,0,0,0,0,0.42570692993041315,0.42570692993041315
balesal01w,9,1,IND,WNBA,14,0,126,37,7,15,22,2,5,14,3,0,36,14,9,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,37,7,15,2,5,14,3,0,0,0,0,0.5111110705467404,0.5111110705467404
banchrh01w,1,0,SAC,WNBA,9,0,21,6,2,1,3,1,0,0,2,0,7,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,2,1,1,0,0,2,0,0,0,0,0.3190474671202537,0.3190474671202537
baranel01w,2,0,MIA,WNBA,32,30,984,378,40,151,191,63,33,57,62,0,330,141,71,66,80,30,2,3,3,105,44,7,11,18,7,2,2,9,9,33,15,11,8,11,6,0,984,378,40,151,63,33,57,62,0,0,0,0,0.5511178805780703,0.5511178805780703
baranel01w,4,0,NYL,WNBA,33,7,850,278,45,136,181,64,36,43,62,0,257,107,35,31,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,278,45,136,64,36,43,62,0,0,0,0,0.5074117587363323,0.5074117587363323
baranel01w,5,0,NYL,WNBA,34,33,1048,394,33,213,246,67,37,58,80,0,315,146,53,49,115,53,0,5,5,154,42,7,27,34,10,4,9,12,18,38,15,10,8,13,4,0,1048,394,33,213,67,37,58,80,0,0,0,0,0.5372137353319301,0.5372137353319301
baranel01w,6,0,NYL,WNBA,33,33,953,288,39,188,227,59,25,46,59,0,236,104,55,47,85,33,1,2,2,59,9,1,7,8,2,3,2,1,4,10,3,2,2,3,1,0,953,288,39,188,59,25,46,59,0,0,0,0,0.4645330486407865,0.4645330486407865
barksla01w,2,0,POR,WNBA,5,0,35,2,1,5,6,4,2,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,5,4,2,0,1,0,0,0,0,0.26285706775512346,0.26285706775512346
barksla01w,3,0,POR,WNBA,17,3,285,100,18,22,40,12,8,7,23,0,101,36,26,23,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,100,18,22,12,8,7,23,0,0,0,0,0.4322806865866426,0.4322806865866426
barksla01w,4,0,SAS,WNBA,26,0,168,59,8,25,33,5,1,3,10,0,79,21,2,2,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,59,8,25,5,1,3,10,0,0,0,0,0.42321426052296063,0.42321426052296063
barnead01w,1,0,CLE,WNBA,5,0,18,8,2,0,2,4,0,0,2,0,5,3,4,2,1,0,0,4,0,6,2,0,1,1,2,0,0,1,0,2,1,0,0,1,0,0,18,8,2,0,4,0,0,2,0,0,0,0,0.6333329814816769,0.6333329814816769
barnead01w,2,0,CLE,WNBA,3,0,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0.7666641111196295,0.7666641111196295
barnead01w,3,0,SEA,WNBA,26,17,493,90,45,57,102,28,32,9,25,0,111,37,29,15,4,1,1,2,2,50,10,3,5,8,3,3,0,7,4,9,4,0,0,4,2,0,493,90,45,57,28,32,9,25,0,0,0,0,0.37038538802463716,0.37038538802463716
barnead01w,4,0,SEA,WNBA,16,16,396,88,26,39,65,23,11,7,18,0,84,32,21,12,31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,88,26,39,23,11,7,18,0,0,0,0,0.35580807182302854,0.35580807182302854
barnead01w,5,0,SEA,WNBA,34,2,402,67,33,30,63,31,23,2,24,0,69,21,31,22,6,3,0,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0,402,67,33,30,31,23,2,24,0,0,0,0,0.3261193948726519,0.3261193948726519
barnequ01w,1,0,SEA,WNBA,31,23,705,209,27,57,84,33,19,33,62,0,213,89,56,30,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,209,27,57,33,19,33,62,0,0,0,0,0.3801418385795484,0.3801418385795484
barnequ01w,2,0,SEA,WNBA,20,3,229,68,14,20,34,11,9,6,16,0,59,23,27,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,68,14,20,11,9,6,16,0,0,0,0,0.4096069690127961,0.4096069690127961
barnequ01w,3,0,PHO,WNBA,2,0,13,3,0,1,1,0,1,2,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,0,1,2,0,0,0,0,0,0.48461501183460626,0.48461501183460626
batkosu01w,6,0,SEA,WNBA,29,0,461,199,26,68,94,26,17,24,32,0,174,76,58,45,7,2,1,3,0,43,14,2,8,10,0,0,2,5,8,12,6,5,2,0,0,0,461,199,26,68,26,17,24,32,0,0,0,0,0.5913231975851801,0.5913231975851801
batkosu01w,10,0,SEA,WNBA,20,0,147,47,9,20,29,4,5,6,24,0,43,21,8,2,11,3,0,3,0,86,38,0,10,10,0,4,7,7,9,28,14,4,3,13,7,0,147,47,9,20,4,5,6,24,0,0,0,0,0.3421768474709627,0.3421768474709627
batteja01w,6,0,MIN,WNBA,8,0,46,0,0,5,5,3,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,5,3,0,1,3,0,0,0,0,0.05434781427221429,0.05434781427221429
batteja01w,7,0,DET,WNBA,26,1,178,36,13,12,25,7,2,3,4,0,54,15,7,4,14,2,0,4,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,178,36,13,12,7,2,3,4,0,0,0,0,0.3185393079472299,0.3185393079472299
battlas01w,6,0,SEA,WNBA,2,0,8,2,0,2,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,1,0,0,0,0,0.19999975000031253,0.19999975000031253
battlas01w,7,0,NYL,WNBA,33,2,455,143,13,49,62,29,31,3,38,0,141,54,25,20,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,143,13,49,29,31,3,38,0,0,0,0,0.42153845227388015,0.42153845227388015
battlas01w,8,0,NYL,WNBA,34,5,757,252,32,94,126,56,35,2,48,0,244,89,58,45,93,29,0,3,0,63,11,0,7,7,4,1,0,1,8,14,5,2,1,2,0,0,757,252,32,94,56,35,2,48,0,0,0,0,0.45918097147713377,0.45918097147713377
battlas01w,9,0,NYL,WNBA,34,0,336,121,18,35,53,24,15,1,28,0,98,37,50,36,30,11,0,6,0,93,19,2,11,13,9,5,1,3,5,22,8,0,0,9,3,0,336,121,18,35,24,15,1,28,0,0,0,0,0.4645833195064488,0.4645833195064488
