playerID,pos,height,weight,birthDate
camba01w,5,80.0,215,1991-08-18
campbed01w,1,68.0,152,1968-11-26
campbmi01w,3,77.0,170,1974-02-20
cantydo01w,2,69.0,162,1977-03-02
careyja01w,1,66.0,135,1981-03-12
carsoes01w,2,72.0,165,1986-07-28
carteam01w,4,74.0,185,1982-06-21
cartede01w,2,72.0,185,1972-01-03
cartesy01w,1,66.0,0,1990-11-18
cashsw01w,4,73.0,162,1979-09-22
cassija01w,5,75.0,187,1978-09-12
castriz01w,2,72.0,140,1982-03-13
catchta01w,4,73.0,167,1979-07-21
caufila01w,1,69.0,159,1980-05-25
cebriel01w,5,77.0,190,1971-02-07
chacoke01w,1,69.0,151,1974-12-21
chambco01w,1,69.0,160,1985-07-06
chancva99w,0,0.0,0,0000-00-00
chanequ01w,1,71.0,160,1986-04-14
chapmji01w,5,75.0,206,1979-11-04
charlda01w,3,75.0,141,1968-11-22
charlti01w,5,76.0,198,1988-12-05
chaseso01w,1,69.0,150,1976-03-09
chatmda99w,0,0.0,0,0000-00-00
cheekjo01w,4,73.0,201,1988-06-25
cheruam01w,1,70.0,140,1970-04-18
chestfe01w,4,75.0,180,1988-03-24
choneka01w,5,75.0,180,1981-01-11
chriska01w,4,74.0,171,1980-11-16
chriska02w,4,72.0,180,1989-09-11
chrissh01w,4,73.0,170,1982-02-15
cironkr01w,1,68.0,150,1987-05-19
clarkal01w,4,70.0,167,1987-07-07
clarkma01w,3,75.0,0,1971-01-01
cleamji01w,0,0.0,0,0000-00-00
clearmi01w,1,66.0,126,1974-07-16
clinest01w,1,65.0,148,1978-04-22
coggicl01w,1,71.0,170,1985-05-19
cokermo01w,4,73.0,180,1982-11-28
colemco01w,4,72.0,170,1981-04-13
colemma01w,2,73.0,160,1987-01-04
colleka01w,2,70.0,145,1971-03-17
colsosy01w,1,68.0,140,1989-08-06
compame01w,1,69.0,143,1975-09-18
congran01w,3,74.0,183,1970-06-03
conklab01w,4,75.0,175,1975-02-10
consuca01w,1,68.0,144,1979-03-04
coopeca01w,5,76.0,176,1979-02-05
coopecy01w,1,70.0,150,1963-04-14
coopemi01w,0,0.0,0,0000-00-00
cowenda01w,0,0.0,0,0000-00-00
coylepa99w,0,0.0,0,0000-00-00
crawlsy01w,3,77.0,187,1972-09-27
crockda01w,4,73.0,158,1981-02-11
crockwi01w,4,74.0,215,1984-07-05
cronika01w,1,72.0,155,1977-09-08
crosssh01w,1,70.0,155,1983-09-07
crumpca01w,1,70.0,158,1962-10-29
cummiki01w,4,75.0,188,1963-08-29
cunnibe01w,1,72.0,163,1975-06-05
cunnida01w,4,72.0,187,1980-01-27
cunnima01w,3,76.0,0,1973-05-20
currimo01w,4,72.0,177,1983-02-25
curryed01w,1,64.0,138,1979-07-09
dailesh99w,0,0.0,0,0000-00-00
dalesst01w,2,72.0,155,1979-09-05
daleygr01w,1,66.0,147,1978-06-26
darlihe01w,1,66.0,164,1978-08-29
darscna99w,0,0.0,0,0000-00-00
davenje01w,5,77.0,215,1985-06-24
davisbr01w,1,72.0,172,1983-01-01
daviscl01w,4,73.0,165,1967-06-04
davisde01w,1,67.0,138,1984-11-08
davisla01w,1,67.0,145,1974-10-08
davista01w,4,70.0,160,1972-09-25
davista02w,1,71.0,0,1987-06-07
dedenka01w,4,76.0,170,1969-09-23
deforan01w,1,70.0,160,1976-04-14
derevje01w,1,70.0,140,1982-03-29
desouer01w,3,77.0,190,1982-03-03
dickeke01w,4,71.0,165,1978-04-20
dillata01w,1,69.0,154,1981-05-06
dixonin01w,5,75.0,0,1972-09-16
dixonta01w,1,69.0,148,1975-12-14
doagela01w,1,66.0,137,1975-05-15
domonna01w,1,70.0,132,1975-09-28
donapbe01w,3,74.0,195,1980-08-27
donovan99w,0,0.0,0,0000-00-00
doronsh01w,1,69.0,145,1985-04-01
dossaci01w,5,77.0,187,1975-01-31
douglka01w,2,72.0,167,1979-05-07
duffyme01w,1,67.0,135,1984-07-13
dunlavi01w,4,73.0,160,1989-09-19
dunnli99wc,0,0.0,0,0000-00-00
dunntr01wc,0,0.0,0,0000-00-00
dupreca01w,4,74.0,162,1984-08-16
dydekka01w,3,79.0,190,1970-03-21
dydekma01w,5,9.0,223,1974-04-28
edwarmi01w,1,69.0,150,1966-03-06
edwarsi01w,5,76.0,164,1973-11-17
edwarte01w,2,71.0,155,1964-07-09
edwarto01w,1,70.0,160,1968-03-13
elysh01w,4,74.0,182,1983-08-09
enissh01w,3,73.0,185,1974-12-03
erbsu01w,5,78.0,240,1977-07-25
ervinla01w,4,76.0,171,1985-03-24
estessh99w,0,0.0,0,0000-00-00
evansda01w,1,67.0,0,1989-06-30
evansde01w,1,64.0,125,1970-10-11
fallotr01w,2,75.0,165,1972-07-23
farriba01w,3,75.0,200,1976-09-10
feastal01w,4,71.0,168,1976-02-11
feifesu01w,1,73.0,162,1979-01-29
feldeja01w,4,73.0,0,1969-10-16
ferdima01w,1,69.0,153,1978-10-13
fernama01w,1,71.0,138,1981-12-21
ferrama01w,4,75.0,190,1972-02-11
figgsuk01w,1,69.0,142,1977-03-31
fijalis01w,5,77.0,200,1972-05-23
firsool01w,5,78.0,215,1976-04-23
floremi01w,1,66.0,125,1977-10-19
flukety01w,5,77.0,209,1984-12-27
folklkr01w,4,74.0,190,1975-12-19
fordch01w,4,75.0,198,1981-06-06
fordki01w,2,70.0,153,1975-04-04
fordst01w,4,74.0,185,1969-01-14
fortnne99w,0,0.0,0,0000-00-00
fostecl99w,0,0.0,0,0000-00-00
fosteto01w,4,73.0,175,1971-10-16
fowlesy01w,5,78.0,200,1985-10-06
francde01w,4,70.0,193,1975-08-24
frankaq01w,1,64.0,154,1985-09-29
frankba01w,3,0.0,0,0000-00-00
frazeme01w,4,75.0,191,1987-03-29
freemla01w,4,73.0,175,1971-03-17
fresest01w,1,68.0,126,1976-09-23
frettla01w,4,75.0,170,1975-06-12
friertr01w,4,74.0,186,1979-08-23
frohlli01w,3,75.0,185,1979-06-23
frostsh01w,5,76.0,184,1966-12-19
futreca01w,1,70.0,154,1982-07-10
gaineco01w,0,0.0,0,0000-00-00
gaithka01w,5,75.0,170,1975-08-13
gamblam01w,4,70.0,163,1964-12-17
ganttr01w,5,74.0,181,1971-10-10
garcibe01w,1,65.0,135,1976-09-03
gardike01w,4,73.0,168,1984-05-19
gardnan01w,3,75.0,190,1979-12-23
garnean01w,3,75.0,160,1979-01-05
gaydeco01w,1,69.0,150,1971-05-11
gaypi01w,2,71.0,183,1974-08-21
gearlka01w,2,73.0,184,1984-10-26
gessiki01w,4,75.0,175,1970-12-29
gibsoke01w,2,70.0,136,1976-11-10
gilbrbr01w,1,73.0,0,1990-08-16
gilloje01w,3,75.0,180,1964-06-13
gilmous01w,1,71.0,158,1978-08-24
gisseka01w,4,73.0,178,1985-07-27
givench01w,1,70.0,0,1985-07-26
godbyli01w,3,78.0,163,1968-10-17
gomisem01w,1,71.0,134,1983-10-18
goodemo01w,1,66.0,130,1972-02-08
goodeti01w,4,71.0,165,1975-10-23
goodlsa01w,5,77.0,239,1990-08-09
goodsad01w,4,72.0,165,1966-10-19
gordobr01w,4,72.0,159,1967-04-27
goringi01w,5,79.0,225,1983-06-07
gortmsh01w,1,70.0,158,1979-12-07
grafca99wc,0,0.0,0,0000-00-00
grahama01w,5,75.0,240,1970-12-18
granter01w,1,68.0,125,1984-06-13
gravede01w,5,77.0,212,1975-09-16
graylal01w,1,68.0,176,1987-04-21
grecomi01w,1,69.0,145,1980-03-24
greenci01w,5,77.0,183,1983-04-04
greenka01w,1,70.0,170,1987-07-13
grginve01w,4,73.0,160,1975-01-13
griffke01w,4,74.0,179,1987-07-02
griffyo01w,3,75.0,188,1970-03-01
groomla01w,2,70.0,160,1970-09-12
grubigo01w,1,71.0,165,1972-08-20
grudasa01w,3,76.0,185,1987-06-25
guytowa01w,4,73.0,178,1965-10-14
hagiwmi01w,1,71.0,161,1970-04-27
hairska01w,4,72.0,150,1985-08-18
hallam01w,4,75.0,180,1977-12-29
hallvi01w,4,73.0,180,1969-10-03
hamblan01w,1,70.0,170,1976-09-30
hammobe01w,1,66.0,136,1977-03-11
hamptky01w,4,74.0,210,1962-11-03
hamzoro01w,1,69.0,152,1970-08-17
hardili01w,1,68.0,139,1984-06-12
hardish01w,1,69.0,165,1969-06-27
hargrli99w,0,0.0,0,0000-00-00
harpela01w,3,77.0,190,1986-04-11
harriam01w,4,77.0,202,1988-01-16
harrido01w,4,75.0,190,1966-09-29
harrifr01w,1,72.0,154,1965-03-12
harrili01w,4,73.0,164,1971-01-02
harrokr01w,1,64.0,139,1975-03-04
harveca99w,0,0.0,0,0000-00-00
haydeva01w,5,76.0,240,1982-06-05
hayesti01w,1,70.0,0,1989-09-20
haynikr01w,1,69.0,147,1983-06-17
headde01w,1,70.0,160,1970-08-16
hedgpch01w,1,69.0,143,1972-02-17
hemmera01w,3,75.0,0,1973-04-02
hendene01w,1,68.0,144,1973-02-28
hendetr01w,5,75.0,200,1974-12-31
henniso01w,1,67.0,143,1969-10-04
henryan01w,4,75.0,205,1986-02-13
herriam01w,5,76.0,189,1977-06-06
hibbeka01w,2,70.0,140,1977-09-29
hicksje01w,3,76.0,188,1971-12-02
hightal01w,1,70.0,139,1988-04-06
hillec01w,1,67.0,173,1971-04-06
hillmli99w,0,0.0,0,0000-00-00
hillmna01w,0,0.0,0,0000-00-00
hledeko01w,1,69.0,150,1975-03-29
hodgeda01w,2,73.0,170,1968-01-21
hodgedo01w,1,69.0,160,1982-07-19
hodgero01w,1,71.0,165,1982-07-19
hodgesa01w,2,69.0,0,1962-07-31
hoffmeb01w,4,74.0,215,1982-08-27
holdeta99w,0,0.0,0,0000-00-00
holdsch01w,4,74.0,172,1977-08-09
hollake01w,1,68.0,129,1974-11-05
holliqu01w,5,77.0,201,1988-11-15
holmejo01w,4,70.0,150,1969-03-31
holmese01w,2,73.0,155,1986-06-13
holtam01w,4,72.0,168,1985-06-07
hopeky01w,5,74.0,165,1977-11-23
hopsosu01w,3,74.0,175,1974-06-21
hornbal01w,1,71.0,155,1985-10-16
houstch01w,4,72.0,189,1986-04-10
houtsas01w,1,66.0,140,1987-12-31
howarje01w,1,66.0,130,1975-01-21
howarme01w,1,69.0,145,1972-04-02
hudsopa01w,4,71.0,139,1968-09-19
hugheda99w,0,0.0,0,0000-00-00
hullaja99w,0,0.0,0,0000-00-00
humphta01w,5,75.0,190,1985-12-29
ibekwif01w,4,74.0,0,1989-10-05
irvinsa01w,4,75.0,185,1982-02-23
ivanyda01w,1,70.0,135,1976-03-18
iveyni01w,1,67.0,149,1977-09-24
jacksan01w,5,76.0,205,1976-03-30
jacksde01w,4,74.0,155,1979-12-15
jacksgw01w,4,75.0,182,1980-10-23
jacksla01w,3,77.0,187,1981-05-11
jacksta01w,3,75.0,179,1962-12-03
jacksta02w,1,66.0,118,1978-04-22
jacksti01w,4,71.0,148,1972-04-21
jacksti02w,4,75.0,185,1985-04-26
jacobam01w,1,68.0,152,1982-06-29
jacobje01w,1,68.0,130,1973-02-20
jamesta01w,4,69.0,158,1984-06-13
januabr01w,1,68.0,144,1987-01-11
jekaban01w,1,69.0,180,1983-08-12
jenkica99w,0,0.0,0,0000-00-00
joensca01w,2,71.0,165,1981-02-12
johnsad01w,1,70.0,154,1974-02-05
johnsch01w,5,75.0,185,1981-03-19
johnsda01w,5,74.0,197,1973-02-19
johnsgl01w,4,75.0,170,1990-07-27
johnsja01w,4,72.0,201,1979-03-16
johnsla01w,4,73.0,150,1975-08-17
johnsle01w,4,74.0,220,1975-01-12
johnsni01w,1,69.0,146,1973-02-07
johnspo01w,5,75.0,165,1975-11-06
johnssh01w,1,67.0,152,1974-08-18
johnssh02w,1,71.0,0,1990-12-08
johnste01w,1,63.0,132,1982-09-06
johnsti01w,5,76.0,240,1975-12-27
johnsvi01w,2,69.0,150,1972-04-15
jollyke01w,1,69.0,148,1977-05-03
jonesas01w,4,74.0,196,1980-08-01
jonesch01w,2,69.0,150,1982-03-25
jonesja01w,1,69.0,158,1978-09-13
joneskc01w,0,0.0,0,0000-00-00
jonesla01w,1,73.0,180,1977-07-24
jonesma01w,1,70.0,150,1975-10-12
jonesme01w,1,69.0,147,1973-07-21
jordapa01w,5,75.0,205,1968-04-27
joyneja01w,4,70.0,154,1962-03-03
kaplaan01w,5,77.0,180,1973-04-22
kausaan01w,4,72.0,155,1970-11-30
kellycr01w,4,74.0,190,1986-09-15
kenlaje99w,0,0.0,0,0000-00-00
keyst99wc,0,0.0,0,0000-00-00
kingbsu01w,1,67.0,135,1981-07-27
kingija01w,1,68.0,150,1976-01-20
kizerly01w,3,76.0,215,1990-04-04
klimezu01w,4,74.0,181,1979-01-21
kloppga99wc,0,0.0,0,0000-00-00
kobryew01w,3,75.0,210,1982-05-07
koehnla01w,1,68.0,145,1982-05-13
korstil01w,1,70.0,160,1980-05-30
kossgr01w,4,73.0,145,1974-06-12
kostaan01w,1,67.0,137,1978-03-26
kostita01w,4,73.0,163,1972-11-10
kraayca01w,4,76.0,180,1981-09-30
kubikni01w,1,69.0,145,1978-03-01
kukloan01w,1,72.0,150,1971-07-16
laceyal01w,1,72.0,159,1987-12-26
laceytr99w,0,0.0,0,0000-00-00
lacyje01w,4,75.0,175,1983-03-21
lacyna01w,1,70.0,165,1985-07-08
lacyve01w,5,76.0,234,1967-02-09
laimbbi01w,0,0.0,0,0000-00-00
lambesh01w,1,67.0,125,1980-07-21
lambmo01w,5,77.0,206,1964-10-11
langeme01w,3,78.0,205,1969-04-28
langhcr01w,3,74.0,184,1986-10-27
langja01w,4,72.0,185,1972-06-23
larakr01w,1,68.0,130,1969-09-30
larkier01w,4,73.0,210,1986-04-02
lassiam01w,4,73.0,160,1979-06-09
lattaiv01w,1,66.0,143,1984-09-24
lavenja01w,5,76.0,185,1988-11-12
lawsoed01w,1,66.0,130,1979-05-14
lawsoka01w,1,69.0,165,1981-02-14
laydefr99w,0,0.0,0,0000-00-00
lazicka01w,3,70.0,147,1980-05-25
lehnish01w,1,69.0,147,1986-10-27
lennobe01w,1,68.0,143,1976-12-04
leslili01w,5,77.0,170,1972-07-07
leuchye01w,5,77.0,195,1983-04-30
levanni01w,1,68.0,163,1979-05-17
levesni01w,1,63.0,115,1972-04-11
lewisji99w,0,0.0,0,0000-00-00
lewista01w,3,74.0,212,1979-07-10
lewisty01w,1,70.0,152,1979-05-08
liebena01w,1,70.0,150,1958-07-01
lilleta01w,1,66.0,130,1988-02-29
listr01w,2,70.0,0,0000-00-00
littlca01w,4,74.0,180,1985-01-18
lloydan01w,4,74.0,175,1965-02-09
lobore01w,4,76.0,190,1973-10-06
lovelst01w,4,76.0,170,1974-12-05
lowreja99w,0,0.0,0,0000-00-00
luckepa01w,4,73.0,165,1975-05-14
luzhe01w,1,68.0,144,1972-11-23
lyttlsa01w,4,76.0,175,1983-09-20
mabikmw01w,2,71.0,165,1976-07-27
macchla01w,4,73.0,169,1979-05-24
machacl01w,3,77.0,180,1976-10-04
maherto99w,0,0.0,0,0000-00-00
mahonme01w,4,72.0,160,1983-02-13
mahonsh01w,4,76.0,178,1977-07-03
mahorri01w,0,0.0,0,0000-00-00
maigaha01w,2,73.0,160,1978-04-25
malcona01w,4,73.0,170,1975-11-27
malloam01w,1,64.0,148,1970-04-21
malloso01w,5,77.0,210,1981-09-02
maltsev01w,1,71.0,165,1978-12-20
mannish01w,3,75.0,186,1969-03-20
mannkr01w,4,73.0,185,1983-08-10
mapprh01w,5,74.0,190,1969-10-13
marcimi01w,1,70.0,154,1973-10-29
margiga01w,4,73.0,164,1987-02-12
martima01w,4,76.0,172,1978-04-17
martinu01w,1,69.0,167,1984-02-29
mascira01w,4,72.0,169,1980-09-30
maslemi01w,4,74.0,170,1974-10-10
matteca01w,1,69.0,167,1982-08-22
matteka01w,5,80.0,240,1982-11-17
maxwean01w,4,71.0,186,1974-04-07
maxwemo01w,4,69.0,162,1976-12-21
maytuet01w,4,72.0,0,1973-04-28
mazzake01w,1,72.0,155,1982-02-02
mccaibr01w,1,63.0,135,1979-09-21
mccaiti01w,2,70.0,167,1976-10-06
mccanra01w,4,73.0,161,1986-11-17
mccarja01w,5,74.0,205,1982-11-03
mccarjo01w,1,67.0,130,1974-10-26
mccarst01w,2,69.0,155,1977-06-20
mcclaka01w,3,74.0,180,1965-09-19
mcconsu01w,1,65.0,125,1966-07-29
mccouan01w,4,73.0,160,1986-09-10
mccrada01w,2,71.0,170,1987-10-08
mccrani01w,1,71.0,158,1971-12-11
mccrini01w,1,68.0,125,1972-03-22
mcculda01w,3,75.0,180,1975-01-18
mcgeepa01w,3,75.0,200,1962-12-01
mcgheca01w,3,73.0,179,1968-03-06
mchugma99w,0,0.0,0,0000-00-00
mckivte01w,3,75.0,220,1980-10-05
mcwilta01w,3,74.0,188,1970-10-20
meadoma99w,0,0.0,0,0000-00-00
melvich01w,3,75.0,185,1976-05-03
mendigi01w,1,71.0,174,1982-01-09
miaomi01w,1,71.0,153,1981-06-03
millebr01w,5,76.0,0,1987-08-10
millech99w,0,0.0,0,0000-00-00
milleco01w,1,69.0,140,1978-09-06
milleke01w,1,70.0,140,1978-09-06
millsta01w,5,75.0,232,1976-02-29
miltode01w,4,73.0,185,1974-09-11
mitchle01w,1,65.0,130,1985-06-15
mizrali01w,1,67.0,130,1970-06-24
moeggli01w,4,73.0,195,1984-05-25
moisead01w,1,66.0,140,1978-12-06
mokanch01w,4,77.0,0,1988-10-13
monroja01w,5,77.0,162,1988-09-04
montaan01w,4,73.0,190,1980-10-24
montgal01w,2,73.0,185,1988-11-12
montgre01w,1,67.0,139,1986-12-02
mooreja01w,5,73.0,207,1979-11-06
mooreje01w,3,75.0,175,1982-07-09
moorelo01w,1,69.0,165,1983-03-21
moorema01w,4,72.0,175,1989-06-11
moorena01w,1,70.0,145,1984-11-04
moorepe01w,4,72.0,135,1969-01-25
mooreta01w,2,71.0,167,1980-04-11
mooreyo01w,4,72.0,174,1974-07-01
moosca01w,3,78.0,182,1978-05-23
morehmo01w,3,75.0,175,1974-01-18
morgale01w,4,73.0,0,1969-11-01
morrich01w,4,0.0,0,0000-00-00
morrije01w,1,69.0,146,1987-07-21
morrila01w,4,73.0,160,1974-05-26
morrizi01w,5,76.0,0,1989-02-15
mosbybe01w,4,73.0,172,1984-02-14
mosleju01w,4,73.0,170,1968-03-17
moweje01w,5,77.0,236,1978-02-25
mulitna01w,5,75.0,207,1976-03-06
murphma99w,0,0.0,0,0000-00-00
murphsh01w,1,71.0,164,1985-04-15
nagyan01w,1,67.0,147,1971-11-16
nanch01w,5,78.0,204,1983-01-06
ndiayas01w,3,75.0,182,1973-11-05
ndongem01w,5,74.0,170,1983-04-25
nemcoev01w,4,74.0,178,1972-12-03
neroja01w,4,71.0,180,1968-11-08
nevescl01w,1,68.0,136,1975-02-17
newtoch01w,1,71.0,154,1983-02-17
ngarsch01w,5,75.0,168,1983-06-23
ngoyibe01w,5,76.0,195,1982-08-26
nichoti01w,1,63.0,146,1973-09-27
nieuwma01w,5,77.0,180,1980-04-12
nikolmi01w,4,75.0,185,1971-07-04
nnamach01w,1,72.0,156,1985-06-15
nolande01w,2,69.0,147,1979-08-25
novosna01w,1,71.0,165,0000-00-00
nygaava01w,4,73.0,166,1975-03-13
ogayu01w,1,66.0,140,1982-10-17
ogwumnn01w,4,74.0,0,1990-07-02
oheaje01w,2,73.0,174,1987-06-06
ohldeni01w,3,77.0,190,1982-03-13
olajuab01w,5,76.0,236,1988-07-06
oneilkr01w,2,73.0,158,1983-04-12
orrki01w,1,66.0,141,1975-09-16
osburde01w,5,76.0,0,1972-02-11
osipoir01w,5,77.0,190,1981-06-25
overtbo99w,0,0.0,0,0000-00-00
owenhe01w,4,77.0,212,1976-05-06
owenssh01w,5,74.0,175,1978-05-16
pageda01w,4,74.0,179,1986-11-14
pagemu01w,4,74.0,160,1975-09-18
paigeyo01w,1,66.0,147,1983-09-18
paliesa01w,1,67.0,159,1981-07-23
palmewe01w,4,74.0,165,1974-08-12
parisco01w,5,76.0,250,1987-09-21
parkeca01w,4,76.0,175,1986-04-19
parsoca99w,0,0.0,0,0000-00-00
pascafl01w,5,76.0,187,1982-01-19
paschti01w,4,73.0,165,1969-03-22
pavlimi01w,3,75.0,175,1977-11-27
payeka01w,1,68.0,150,1974-03-06
peckca99wc,0,0.0,0,0000-00-00
pederka01w,4,76.0,190,1989-04-04
penicti01w,1,71.0,145,1974-09-18
pennjo01w,4,72.0,160,1979-09-10
perazja01w,2,72.0,170,1960-12-06
perkiji01w,1,68.0,155,1982-02-23
perpeer01w,2,75.0,181,1979-06-05
perroki01w,1,65.0,130,1967-01-18
peterde01w,4,74.0,170,1989-10-08
petroso01w,4,73.0,0,1989-02-18
pettibr01w,1,69.0,150,1971-01-01
philler01w,1,67.0,162,1985-05-19
phillpo01w,4,74.0,173,1988-01-13
phillta01w,3,74.0,200,1969-03-06
phillta02w,5,78.0,198,1989-01-24
pierspl01w,3,74.0,181,1981-08-30
plankju99w,0,0.0,0,0000-00-00
plowdvi01w,4,72.0,0,1971-07-22
pohleje01w,1,72.0,179,1989-05-02
pollica01w,4,77.0,165,1966-03-16
pondeca01w,1,69.0,160,1983-01-07
potthan01w,4,73.0,191,1974-06-12
powelel01w,1,68.0,150,1975-08-09
powelni01w,4,74.0,175,1982-06-22
prahasa01w,1,67.0,129,1990-01-23
pricear01w,2,69.0,133,1985-04-03
pricefr01w,1,69.0,178,1968-04-28
priceka01w,1,70.0,148,1975-12-03
pridely01w,2,74.0,180,1978-10-16
princep01w,1,69.0,167,1988-01-11
pringla01w,3,75.0,162,1986-09-11
queenbr01w,4,74.0,185,1984-04-10
quiglal01w,1,70.0,140,1986-06-20
quinnno01w,1,72.0,175,1985-01-03
quinnte01w,4,76.0,165,1974-09-07
radunha01w,5,75.0,187,1978-01-10
raglafe01w,1,67.0,133,1980-02-03
randase01w,1,69.0,164,1979-02-07
rasmukr01w,4,76.0,174,1978-11-01
ravenbr01w,1,72.0,162,1988-08-01
raymost01w,1,65.0,139,1985-01-15
raymota01w,4,74.0,195,1980-04-12
reddja01w,4,73.0,164,1977-11-05
redmoka01w,2,73.0,0,1988-10-11
